Customer_id,Transaction_date,Year,Month,Quarter,Weekday,Total_amount
2598,2022-04-27,2022,4,2,2,4.532599493153256
2383,2022-05-12,2022,5,2,3,6.56244409369372
312,2020-09-24,2020,9,3,3,4.248495242049359
1902,2021-09-01,2021,9,3,2,4.653960350157523
2639,2023-12-29,2023,12,4,4,6.692083742506628
123,2020-07-25,2020,7,3,5,4.564348191467836
1504,2020-09-22,2020,9,3,1,6.329720905522696
1466,2021-12-06,2021,12,4,0,5.564520407322694
323,2023-03-02,2023,3,1,3,6.716594773520978
1175,2020-07-19,2020,7,3,6,5.517452896464707
2185,2022-02-13,2022,2,1,6,5.54907608489522
2912,2022-05-20,2022,5,2,4,3.828641396489095
2060,2021-03-25,2021,3,1,3,5.53338948872752
1148,2023-01-30,2023,1,1,0,4.51085950651685
1960,2020-06-11,2020,6,2,3,5.41610040220442
495,2021-03-06,2021,3,1,5,6.493753839851686
1024,2023-08-21,2023,8,3,0,4.890349128221754
2815,2020-03-12,2020,3,1,3,6.501289670540389
117,2021-09-25,2021,9,3,5,6.3473892096560105
1741,2021-09-29,2021,9,3,2,6.300785794663244
1148,2020-12-30,2020,12,4,2,7.0707241072602764
1507,2021-09-10,2021,9,3,4,5.8888779583328805
164,2023-10-10,2023,10,4,1,5.863631175598097
1017,2022-06-17,2022,6,2,4,6.373319789577012
835,2022-01-20,2022,1,1,3,4.290459441148391
445,2020-10-13,2020,10,4,1,5.783825182329737
129,2020-12-14,2020,12,4,0,3.332204510175204
1657,2021-11-17,2021,11,4,2,5.583496308781699
1161,2022-07-14,2022,7,3,3,6.248042874508429
210,2020-02-24,2020,2,1,0,5.808142489980444
542,2022-12-18,2022,12,4,6,6.705639094860003
2661,2020-12-31,2020,12,4,3,3.912023005428146
2667,2023-02-04,2023,2,1,5,5.220355825078324
1186,2021-11-29,2021,11,4,0,6.814542897259958
655,2022-10-18,2022,10,4,1,6.4692503167957724
570,2023-03-25,2023,3,1,5,4.890349128221754
2897,2022-10-29,2022,10,4,5,6.447305862541213
1835,2020-06-13,2020,6,2,5,4.564348191467836
1255,2023-07-04,2023,7,3,1,6.248042874508429
1455,2021-07-18,2021,7,3,6,4.007333185232471
2037,2023-01-09,2023,1,1,0,4.795790545596741
2402,2021-03-22,2021,3,1,0,6.480044561926653
856,2023-01-03,2023,1,1,1,4.9344739331306915
2828,2020-08-31,2020,8,3,0,6.1070228877422545
2581,2023-11-25,2023,11,4,5,6.895682697747868
2654,2021-09-21,2021,9,3,1,5.2832037287379885
865,2022-01-10,2022,1,1,0,5.8664680569332965
2539,2020-08-29,2020,8,3,5,6.806829360392176
2071,2022-05-30,2022,5,2,0,6.759255270663693
464,2020-03-17,2020,3,1,1,4.859812404361672
1449,2023-10-30,2023,10,4,0,4.727387818712341
2983,2021-11-13,2021,11,4,5,5.030437921392435
751,2022-08-22,2022,8,3,0,5.332718793265369
181,2021-02-11,2021,2,1,3,5.953243334287785
1915,2020-09-27,2020,9,3,6,5.389071729816501
540,2023-08-26,2023,8,3,5,4.174387269895637
2497,2021-03-26,2021,3,1,4,5.926926025970411
2091,2020-08-07,2020,8,3,4,6.142037405587356
754,2023-05-04,2023,5,2,3,5.872117789475416
346,2022-10-13,2022,10,4,3,7.1284959456800365
2110,2022-02-28,2022,2,1,0,5.666426688112432
2068,2023-10-13,2023,10,4,4,5.43372200355424
2019,2022-04-14,2022,4,2,3,5.942799375126701
2945,2021-03-31,2021,3,1,2,4.997212273764115
1525,2022-11-18,2022,11,4,4,3.828641396489095
2749,2023-11-07,2023,11,4,1,5.953243334287785
2587,2021-11-27,2021,11,4,5,6.398594934535208
1537,2023-10-24,2023,10,4,1,5.752572638825633
1338,2023-02-06,2023,2,1,0,5.056245805348308
1199,2023-10-08,2023,10,4,6,6.666956792429207
2210,2020-09-09,2020,9,3,2,4.762173934797756
906,2020-07-29,2020,7,3,2,5.755742213586912
2130,2020-05-06,2020,5,2,2,6.855408798609928
195,2022-04-13,2022,4,2,2,6.3578422665081
2498,2022-07-01,2022,7,3,4,4.1588830833596715
345,2020-08-16,2020,8,3,6,6.516193076042964
1854,2022-02-20,2022,2,1,6,6.447305862541213
2803,2021-01-16,2021,1,1,5,2.772588722239781
1765,2023-10-27,2023,10,4,4,6.638567789166521
641,2020-06-17,2020,6,2,2,6.413458957167357
1564,2023-10-24,2023,10,4,1,6.077642243349034
1057,2023-07-22,2023,7,3,5,6.091309882077698
1320,2020-08-22,2020,8,3,5,6.582025138892826
1295,2023-09-03,2023,9,3,6,4.532599493153256
2228,2020-12-10,2020,12,4,3,5.220355825078324
1716,2023-03-20,2023,3,1,0,5.802118375377063
468,2020-01-16,2020,1,1,3,4.3694478524670215
2642,2023-11-18,2023,11,4,5,4.248495242049359
195,2021-05-31,2021,5,2,0,5.840641657373398
121,2023-10-02,2023,10,4,0,5.765191102784844
276,2023-06-06,2023,6,2,1,7.0825485693553
2538,2021-12-17,2021,12,4,4,5.91350300563827
433,2023-01-12,2023,1,1,3,4.394449154672439
1132,2020-06-21,2020,6,2,6,5.111987788356544
2214,2020-06-04,2020,6,2,3,4.189654742026425
2836,2020-12-09,2020,12,4,2,3.4965075614664802
1174,2020-12-23,2020,12,4,2,5.8805329864007
2218,2021-05-08,2021,5,2,5,6.246106765481563
693,2022-09-22,2022,9,3,3,5.937536205082426
406,2022-06-21,2022,6,2,1,6.705639094860003
2378,2023-10-24,2023,10,4,1,7.052721049232323
1276,2022-09-14,2022,9,3,2,5.0238805208462765
2852,2022-09-22,2022,9,3,3,6.996681488176539
1291,2021-01-03,2021,1,1,6,6.326149473155099
304,2021-10-09,2021,10,4,5,6.3473892096560105
2454,2020-04-06,2020,4,2,0,6.806829360392176
1489,2023-08-01,2023,8,3,1,5.998936561946683
899,2022-09-11,2022,9,3,6,7.2196420401307355
2471,2020-03-25,2020,3,1,2,4.74493212836325
252,2021-11-08,2021,11,4,0,6.668228248417403
2517,2020-03-24,2020,3,1,1,5.25227342804663
1462,2022-04-18,2022,4,2,0,6.470799503782602
1053,2022-06-19,2022,6,2,6,5.2832037287379885
576,2020-05-21,2020,5,2,3,6.8885724595653635
933,2020-03-16,2020,3,1,0,4.0943445622221
1896,2020-06-28,2020,6,2,6,4.574710978503383
1550,2021-06-20,2021,6,2,6,3.4657359027997265
2385,2022-05-17,2022,5,2,1,5.099866427824199
2094,2020-10-17,2020,10,4,5,7.01571242048723
647,2020-06-27,2020,6,2,5,3.8501476017100584
2390,2022-10-06,2022,10,4,3,3.9318256327243257
2719,2021-03-18,2021,3,1,3,4.174387269895637
422,2023-05-19,2023,5,2,4,5.8888779583328805
1919,2020-12-19,2020,12,4,5,5.384495062789089
641,2021-03-11,2021,3,1,3,4.867534450455582
654,2021-03-25,2021,3,1,3,4.8283137373023015
702,2023-06-29,2023,6,2,3,6.003887067106539
2115,2022-10-20,2022,10,4,3,6.091309882077698
1322,2022-03-28,2022,3,1,0,7.085901464365611
2247,2020-02-25,2020,2,1,1,6.859614903654202
1222,2022-07-12,2022,7,3,1,6.3784261836515865
2200,2022-07-09,2022,7,3,5,5.556828061699537
688,2023-01-11,2023,1,1,2,5.771441123130016
310,2023-02-21,2023,2,1,1,6.977281341630747
417,2023-03-09,2023,3,1,3,5.968707559985366
1949,2022-01-14,2022,1,1,4,6.698268054115413
2167,2022-11-18,2022,11,4,4,6.904750769961838
1997,2023-07-19,2023,7,3,2,4.7535901911063645
2402,2020-06-07,2020,6,2,6,5.2574953720277815
2188,2022-08-03,2022,8,3,2,5.783825182329737
2110,2021-08-27,2021,8,3,4,4.663439094112067
2294,2023-10-24,2023,10,4,1,5.572154032177765
1972,2023-07-12,2023,7,3,2,2.772588722239781
1191,2020-09-13,2020,9,3,6,5.8664680569332965
2783,2021-12-17,2021,12,4,4,5.746203190540153
1767,2023-01-12,2023,1,1,3,5.583496308781699
293,2022-07-12,2022,7,3,1,5.135798437050262
2657,2021-08-22,2021,8,3,6,6.740519359606223
2643,2023-09-10,2023,9,3,6,3.6635616461296463
266,2022-01-04,2022,1,1,1,5.1298987149230735
245,2020-05-11,2020,5,2,0,4.962844630259907
524,2023-04-14,2023,4,2,4,5.802118375377063
2070,2021-02-02,2021,2,1,1,6.3784261836515865
2618,2020-05-06,2020,5,2,2,5.2832037287379885
1219,2023-12-24,2023,12,4,6,5.8998973535824915
2862,2021-04-03,2021,4,2,5,5.030437921392435
240,2020-06-25,2020,6,2,3,6.1070228877422545
2775,2023-02-23,2023,2,1,3,6.928537818164665
1194,2022-03-14,2022,3,1,0,4.74493212836325
1794,2022-07-31,2022,7,3,6,7.023758954738443
1059,2021-10-31,2021,10,4,6,3.8066624897703196
1991,2020-01-30,2020,1,1,3,4.941642422609304
959,2022-08-13,2022,8,3,5,3.6375861597263857
915,2020-12-06,2020,12,4,6,4.890349128221754
909,2021-12-27,2021,12,4,0,5.87493073085203
1666,2023-03-09,2023,3,1,3,6.206575926724928
2653,2021-04-05,2021,4,2,0,6.450470422144176
734,2020-10-14,2020,10,4,2,4.820281565605037
249,2021-09-15,2021,9,3,2,5.272999558563747
731,2022-01-13,2022,1,1,3,6.582025138892826
1902,2022-02-12,2022,2,1,5,5.87493073085203
545,2021-10-14,2021,10,4,3,5.093750200806762
1543,2020-02-08,2020,2,1,5,5.6240175061873385
1439,2021-06-24,2021,6,2,3,5.746203190540153
1725,2022-05-21,2022,5,2,5,3.332204510175204
1337,2020-02-16,2020,2,1,6,5.2832037287379885
978,2023-08-29,2023,8,3,1,6.501289670540389
1421,2020-09-12,2020,9,3,5,6.206575926724928
1017,2022-11-25,2022,11,4,4,6.077642243349034
854,2020-04-04,2020,4,2,5,5.407171771460119
109,2021-03-20,2021,3,1,5,6.493753839851686
684,2023-06-04,2023,6,2,6,3.4339872044851463
1113,2021-11-13,2021,11,4,5,6.5722825426940075
476,2021-01-23,2021,1,1,5,3.8501476017100584
2813,2023-11-13,2023,11,4,0,5.746203190540153
1501,2023-03-29,2023,3,1,2,6.957497370876951
1281,2021-02-15,2021,2,1,0,3.6375861597263857
2189,2020-06-12,2020,6,2,4,5.726847747587197
319,2023-11-12,2023,11,4,6,6.19644412779452
2015,2020-09-29,2020,9,3,1,4.976733742420574
2942,2021-04-03,2021,4,2,5,5.225746673713202
2812,2023-06-30,2023,6,2,4,5.666426688112432
2061,2020-05-12,2020,5,2,1,5.666426688112432
582,2021-07-17,2021,7,3,5,4.700480365792417
2724,2022-08-31,2022,8,3,2,6.493753839851686
639,2022-03-06,2022,3,1,6,5.247024072160486
158,2022-05-02,2022,5,2,0,6.035481432524756
706,2021-05-09,2021,5,2,6,5.081404364984463
721,2023-05-08,2023,5,2,0,4.74493212836325
189,2022-02-16,2022,2,1,2,4.976733742420574
2357,2021-11-27,2021,11,4,5,6.39024066706535
2939,2021-01-23,2021,1,1,5,5.652489180268651
2381,2022-11-28,2022,11,4,0,5.752572638825633
552,2023-03-06,2023,3,1,0,4.406719247264253
1465,2022-03-14,2022,3,1,0,5.111987788356544
2182,2021-01-14,2021,1,1,3,3.871201010907891
1930,2023-04-11,2023,4,2,1,6.246106765481563
1810,2021-12-25,2021,12,4,5,5.062595033026967
2731,2023-08-04,2023,8,3,4,6.39024066706535
1490,2020-05-27,2020,5,2,2,5.43372200355424
2177,2022-07-05,2022,7,3,1,6.124683390894205
718,2023-12-21,2023,12,4,3,6.418364935936212
1657,2020-08-18,2020,8,3,1,5.777652323222656
1583,2021-07-22,2021,7,3,3,4.727387818712341
2014,2023-09-01,2023,9,3,4,5.717027701406222
1704,2023-01-28,2023,1,1,5,5.726847747587197
945,2020-04-14,2020,4,2,1,6.511745329644728
2500,2022-01-13,2022,1,1,3,6.874198495453294
2759,2021-12-29,2021,12,4,2,6.928537818164665
389,2021-10-28,2021,10,4,3,5.961005339623274
1100,2023-07-24,2023,7,3,0,4.875197323201151
872,2020-12-14,2020,12,4,0,5.840641657373398
448,2021-10-18,2021,10,4,0,5.937536205082426
2893,2020-07-31,2020,7,3,4,4.844187086458591
598,2020-03-11,2020,3,1,2,4.343805421853684
1649,2021-12-06,2021,12,4,0,5.968707559985366
2665,2021-02-26,2021,2,1,4,6.075346031088684
2637,2023-07-06,2023,7,3,3,6.182084906716632
2034,2022-08-18,2022,8,3,3,5.484796933490655
1626,2021-04-17,2021,4,2,5,4.04305126783455
273,2023-12-28,2023,12,4,3,4.8283137373023015
413,2023-05-02,2023,5,2,1,7.224753405767971
898,2020-05-25,2020,5,2,0,6.673297967767654
1390,2020-04-24,2020,4,2,4,5.501258210544727
871,2022-12-21,2022,12,4,2,6.816735880594968
1154,2020-02-24,2020,2,1,0,6.042632833682381
271,2020-07-02,2020,7,3,3,4.912654885736052
1010,2022-02-28,2022,2,1,0,6.226536669287466
2980,2023-11-20,2023,11,4,0,5.8805329864007
1479,2022-08-19,2022,8,3,4,5.720311776607412
411,2020-07-14,2020,7,3,1,5.983936280687191
1218,2020-11-04,2020,11,4,2,6.652863029353347
2199,2022-06-12,2022,6,2,6,5.6240175061873385
2901,2020-04-04,2020,4,2,5,6.331501849893691
615,2022-03-05,2022,3,1,5,6.175867270105761
661,2020-06-23,2020,6,2,1,5.365976015021851
2575,2023-07-03,2023,7,3,0,3.4339872044851463
214,2022-06-03,2022,6,2,4,6.023447592961033
2986,2023-03-23,2023,3,1,3,4.007333185232471
2484,2020-06-29,2020,6,2,0,4.9344739331306915
1770,2020-11-24,2020,11,4,1,5.8664680569332965
1510,2022-01-20,2022,1,1,3,4.574710978503383
688,2022-05-23,2022,5,2,0,4.248495242049359
550,2023-04-23,2023,4,2,6,4.290459441148391
450,2023-12-09,2023,12,4,5,4.290459441148391
1246,2022-02-21,2022,2,1,0,5.872117789475416
323,2022-05-29,2022,5,2,6,5.726847747587197
1113,2022-07-12,2022,7,3,1,5.43372200355424
2015,2022-10-26,2022,10,4,2,5.375278407684165
2148,2022-08-05,2022,8,3,4,4.653960350157523
615,2022-04-05,2022,4,2,1,4.143134726391533
728,2022-01-03,2022,1,1,0,4.59511985013459
2858,2021-12-28,2021,12,4,1,6.883462586413092
444,2022-08-22,2022,8,3,0,5.111987788356544
691,2021-02-03,2021,2,1,2,6.22455842927536
2702,2020-12-05,2020,12,4,5,5.541263545158426
949,2022-11-11,2022,11,4,4,4.343805421853684
1007,2023-01-06,2023,1,1,4,6.508769136971682
2769,2021-07-24,2021,7,3,5,5.746203190540153
1659,2023-09-24,2023,9,3,6,6.720220155135295
157,2020-04-03,2020,4,2,4,5.707110264748875
858,2023-05-06,2023,5,2,5,4.574710978503383
2086,2023-04-16,2023,4,2,6,6.769641976852503
1613,2022-09-09,2022,9,3,4,6.248042874508429
2661,2020-01-19,2020,1,1,6,4.343805421853684
856,2023-08-20,2023,8,3,6,6.683360945766275
618,2021-10-28,2021,10,4,3,4.897839799950911
832,2021-01-10,2021,1,1,6,5.209486152841421
1749,2023-11-18,2023,11,4,5,5.855071922202427
237,2020-09-30,2020,9,3,2,6.398594934535208
2458,2020-06-15,2020,6,2,0,6.741700694652055
1487,2022-04-10,2022,4,2,6,4.59511985013459
460,2022-11-18,2022,11,4,4,4.927253685157205
1757,2021-01-11,2021,1,1,0,6.142037405587356
2490,2023-11-05,2023,11,4,6,5.1647859739235145
2475,2022-09-04,2022,9,3,6,5.2832037287379885
925,2023-01-30,2023,1,1,0,4.290459441148391
2302,2020-03-12,2020,3,1,3,5.327876168789581
168,2020-03-09,2020,3,1,0,5.1298987149230735
2584,2021-08-23,2021,8,3,0,5.932245187448011
1035,2023-03-26,2023,3,1,6,4.61512051684126
2057,2020-05-18,2020,5,2,0,6.748759547491679
1189,2020-05-19,2020,5,2,1,6.023447592961033
396,2022-12-21,2022,12,4,2,6.408528791059498
2424,2023-01-17,2023,1,1,1,6.647688373563329
2440,2020-02-24,2020,2,1,0,6.077642243349034
1712,2023-08-06,2023,8,3,6,5.968707559985366
2140,2022-12-26,2022,12,4,0,5.746203190540153
262,2021-07-25,2021,7,3,6,5.746203190540153
1640,2020-12-12,2020,12,4,5,5.056245805348308
795,2023-09-11,2023,9,3,0,5.937536205082426
2219,2022-09-20,2022,9,3,1,4.248495242049359
2313,2020-10-08,2020,10,4,3,6.455198563340122
1503,2021-08-29,2021,8,3,6,6.883462586413092
2415,2023-08-29,2023,8,3,1,5.755742213586912
115,2023-12-27,2023,12,4,2,5.187385805840755
1566,2021-08-26,2021,8,3,3,6.373319789577012
890,2022-09-07,2022,9,3,2,6.8885724595653635
1507,2020-08-02,2020,8,3,6,5.666426688112432
297,2022-08-04,2022,8,3,3,4.897839799950911
1579,2023-11-23,2023,11,4,3,5.8805329864007
2883,2023-06-24,2023,6,2,5,4.110873864173311
518,2023-01-30,2023,1,1,0,6.720220155135295
994,2021-09-14,2021,9,3,1,3.7612001156935624
563,2020-06-26,2020,6,2,4,5.153291594497779
2314,2020-02-26,2020,2,1,2,4.6913478822291435
1317,2021-11-22,2021,11,4,0,6.111467339502679
814,2021-01-23,2021,1,1,5,5.560681631015528
2590,2023-06-11,2023,6,2,6,6.647688373563329
692,2023-10-29,2023,10,4,6,6.532334292222349
2987,2022-06-11,2022,6,2,5,4.51085950651685
2319,2021-11-29,2021,11,4,0,7.009408932708637
2351,2022-04-30,2022,4,2,5,4.859812404361672
1976,2022-09-01,2022,9,3,3,3.970291913552122
2825,2022-01-28,2022,1,1,4,5.43372200355424
1194,2022-05-09,2022,5,2,0,6.985641817639208
2188,2022-10-03,2022,10,4,0,6.408528791059498
592,2022-06-20,2022,6,2,0,5.802118375377063
2913,2022-08-25,2022,8,3,3,6.874198495453294
1506,2020-10-08,2020,10,4,3,4.6913478822291435
792,2021-07-27,2021,7,3,1,5.564520407322694
1360,2020-04-08,2020,4,2,2,5.802118375377063
2484,2023-05-16,2023,5,2,1,6.18826412308259
1742,2020-08-07,2020,8,3,4,5.049856007249537
2657,2020-01-07,2020,1,1,1,6.841615476477592
2643,2022-07-10,2022,7,3,6,5.278114659230517
1177,2022-09-23,2022,9,3,4,7.161622002939187
248,2020-04-14,2020,4,2,1,4.174387269895637
322,2020-12-07,2020,12,4,0,5.8805329864007
1400,2023-08-25,2023,8,3,4,6.660575149839686
